Life_Expectancy,State_FIPS_Code,County_FIPS_Code,Premature_death_raw_value,Poor_or_fair_health_raw_value,Poor_physical_health_days_raw_value,Poor_mental_health_days_raw_value,Low_birthweight_raw_value,Adult_smoking_raw_value,Adult_obesity_raw_value,Food_environment_index_raw_value,Physical_inactivity_raw_value,Access_to_exercise_opportunities_raw_value,Excessive_drinking_raw_value,Alcohol_impaired_driving_deaths_raw_value,Sexually_transmitted_infections_raw_value,Teen_births_raw_value,Uninsured_raw_value,Primary_care_physicians_raw_value,Dentists_raw_value,Mental_health_providers_raw_value,Preventable_hospital_stays_raw_value,Mammography_screening_raw_value,Flu_vaccinations_raw_value,High_school_graduation_raw_value,Some_college_raw_value,Unemployment_raw_value,Children_in_poverty_raw_value,Income_inequality_raw_value,Children_in_single_parent_households_raw_value,Social_associations_raw_value,Violent_crime_raw_value,Injury_deaths_raw_value,Air_pollution___particulate_matter_raw_value,Severe_housing_problems_raw_value,Driving_alone_to_work_raw_value,Long_commute___driving_alone_raw_value,Premature_age_adjusted_mortality_raw_value,Frequent_physical_distress_raw_value,Frequent_mental_distress_raw_value,Diabetes_prevalence_raw_value,HIV_prevalence_raw_value,Food_insecurity_raw_value,Limited_access_to_healthy_foods_raw_value,Motor_vehicle_crash_deaths_raw_value,Insufficient_sleep_raw_value,Uninsured_adults_raw_value,Uninsured_children_raw_value,Other_primary_care_providers_raw_value,Median_household_income_raw_value,Children_eligible_for_free_or_reduced_price_lunch_raw_value,Residential_segregation___non_white/white_raw_value,Homeownership_raw_value,Severe_housing_cost_burden_raw_value,Population_raw_value,County_Ranked_(Yes1/No0),Drinking_water_violations_raw_value
72.438750429,-1.694237299587742,-0.7033539141283647,2.3342370882647043,0.5851670252106257,0.9722978693261759,0.7446194153289981,1.1853436441757867,1.2621682237678864,0.6001351773821119,0.5370999967192028,1.087846243224759,-1.653690214376005,-0.6645619561157556,0.42757730721271925,-0.77057978701128,0.23867701215863943,-1.0396497223343057,-0.5175532736261147,-0.725667012462156,-0.7429260315079375,0.4595538960594192,-0.7797383799794432,-0.6619768872620563,0.7721912799026595,-0.5389435728105947,0.7285807870803167,-0.10100693265361742,1.6574716223279669,-0.6822915590548388,0.07712074654549686,-1.0209674688255685,2.0124927395770493,0.9624154316900578,-0.4547897378141111,0.34515765175218033,2.1033491255416528,1.7525993288313968,0.8107003132646526,0.6962581138679576,1.0747457559448779,-0.5422374865553968,0.24469695284866247,-1.003309165695567,1.1043816934359318,0.9907700869906351,-1.0624959265433762,-0.5429656889419038,-0.3030657011515786,-0.1109044595685855,0.5265563547367383,-0.5930293107814324,0.09354444769354432,0.7199759097178946,-0.3539987100167579,0.14992425953248992,-0.8575486052636377
70.426037115,-1.694237299587742,-0.6868440202029731,2.5050480331088947,2.3898543700902337,2.8877744561301233,1.9157467314127397,1.1840232597521223,2.510569744575773,0.882489583333139,-1.0219403014963506,1.1893747602500138,-0.20897303825448066,-1.6226110609796507,-0.36905994124589503,-0.7503335919605032,1.7973193484086718,-0.8454494634101407,0.1677795475752678,-1.0240082707241966,0.262003356638094,2.837658873313954,-1.6731363737608205,-0.6619768872620563,-0.41887218332142084,-0.6278032916276273,2.4527999920911863,2.5075690019348875,2.110001533876117,0.6144134620738513,-1.4864626357950712,-1.1321659734098122,2.494743106761934,0.5281758636931503,-0.18074502039925253,-0.05502705198040049,0.4519779003984555,2.815871980973943,3.11519547579264,2.426999336799619,2.4656449795583466,-0.2751271324325398,1.5600157810381954,0.02209565303173875,3.514684484968308,2.094425594801906,-0.8324197748091675,-0.8020394913686449,0.2200836104640063,-1.719215956042543,1.152966178195848,1.6020390909094233,0.17399433190460034,-0.08917605606346934,-0.33449308884692297,0.14992425953248992,1.1661146596962493
75.05629696,-1.694237299587742,-0.6703341262775815,0.5482388275942442,0.4303163136459864,0.9445344523774754,0.5987949210771324,0.02088208355228867,1.2204602350070357,-0.08222130366620237,0.3638732969174752,0.29592381042777266,-0.3146737121480291,-0.9807103646948668,-0.3759275038685848,-0.7130170755924047,0.050151237944448535,-0.6906550701184272,-0.8157913190965722,-1.0421459921749807,-0.33819360213660693,1.2714892175830645,-0.7797383799794432,0.13080092254960926,0.7359379806106656,-1.4211143570312945,0.7502105183968515,0.4250924154986862,-0.22109124217808787,-0.9616954641092108,-0.2590621930058527,-0.9512164606027779,1.1661285927149423,1.6680547296850323,-0.3614879120747165,-0.6274971088974624,0.826180246982628,0.8557898541964135,0.8273412130706327,0.5105396319310804,1.1156545566393916,-0.5480568842487052,0.005548074996020639,-0.5559688005731301,1.760470522568146,1.2064720644433171,-0.7362919344545971,-0.24806386602550995,-0.4777785550848886,-0.5682124100267041,0.5755775107269014,-0.21518725324121452,0.787928594432081,-0.7302625383292486,-0.30462393396727616,0.14992425953248992,-0.8575486052636377
77.644415231,-1.694237299587742,-0.6538242323521899,-0.21127682537713768,-0.0070111205563292,0.26194930628996904,0.31115143759993014,-0.09074556256083226,0.551837846544801,0.8119009818453835,0.5370999967192028,-0.08988455426819562,0.4914976411197237,-0.18372098465294526,-0.44565967632071724,-0.6943588174083554,-0.39756136228221134,-1.2867769071483643,-1.021631116238969,-0.4456136054044333,-0.40050601195037344,0.957740099050133,0.11365961380193342,0.7253842799083586,0.3298030422706926,-0.038430713833054624,-0.2817926993171048,-1.0326411950066547,-1.134368735864068,-0.13176588732221625,-1.0507345696566122,-0.622087637829377,-0.2943351945575453,1.9937344056827127,-0.6955280375265784,0.7981261421853303,1.338674765130517,-0.1970243784168617,-0.08009634838642772,-0.165861493887716,1.8111041684461262,-0.7261304536639434,-0.8553878852734916,0.03812973464419742,-0.525307269762623,1.7150340428936703,-1.2729159346569525,-0.9322955073111273,-0.7996137488624252,0.8473410128814671,-0.4195639866278779,-0.2525095509204308,1.2204574520773552,-0.45301002833840054,-0.053935639663359576,0.14992425953248992,-0.8575486052636377
74.386211915,-1.694237299587742,-0.6373143384267983,1.0313079231137197,1.1689600232663675,1.4552163526839939,1.0860148133734602,0.018399370759256267,1.4063485244021614,-0.19986897281246366,0.10403324721488236,1.7579344555914398,-1.7830860224480827,-1.3177164373794024,-0.767378565475202,-0.5967007001046082,0.9234343384886692,-0.7558549292844156,-1.2985372827276318,-1.2852057219420712,-0.5259867015583185,0.5497116887412961,-1.0349949496312654,0.42809260122898424,0.5727981316921805,-1.2562149460280514,0.4929844945392212,0.1510823383360282,0.40105519771310544,-0.2275924843733448,0.03662909929838647,-0.8671838067816451,0.8632945850367169,1.288095107687738,-0.38840351834118036,0.4070068986284663,0.8180454133612329,1.0675728496641497,1.3399688644028147,1.2349643260538525,1.4020161615009876,-0.4770602323903424,0.388186279560248,-0.5244190465389704,2.4394491589395364,1.0732034229063152,-0.7969917917794352,-0.36018096783814324,-0.2727341633617565,-0.276521729437751,0.25434734281950344,0.8071431480961708,0.14272094980874508,-0.782571266236071,-0.3349724960780687,0.14992425953248992,-0.8575486052636377
76.203630266,-1.694237299587742,-0.6208044445014067,0.2639805631429191,0.687646178746992,0.9357722738751505,0.7168383734593491,0.40073698152440246,0.8376520137461972,0.8589600495038867,0.01741989731401858,0.17408958999746688,-2.3874063178901177,-1.0026293332902236,-0.7104759045893471,0.0476046835701148,1.438023324123466,-1.0831006298976142,0.04122417540396955,-0.4712823812188446,-0.8233660187055656,0.29675468184528725,0.49654446827966686,1.0226759585877336,0.755607323619672,0.4175087168690401,0.3354609504573416,0.32644878772012953,0.7922106883362209,0.159136021238952,1.1466882593916061,-0.22607708866940304,0.98252527836631,1.1795352156885117,-0.9806617781355411,0.1931783940570488,-0.10119078585640852,0.5394226634359673,0.8579865829990119,0.6957383129118597,0.992928154555849,-0.1977291431115376,0.4599309429160407,-0.5238986744174475,0.5151162100103877,1.3050792043104567,-1.085458477674194,-0.6846803355869013,-0.38585186047950737,-0.589443522595835,0.4993809214300643,0.020318177490015108,0.15117759984660908,-1.375404885061727,-0.3357728977161556,0.14992425953248992,-0.8575486052636377
77.530794576,-1.694237299587742,-0.6042945505760151,-0.5037892454280274,0.23402166380411382,0.8474306752729467,0.7159365863555552,-0.5520084686655284,0.831767625729782,-0.011632702178445586,-0.15580680248770976,-1.2473096483560993,0.6071172066629077,-0.6952488732525748,-0.31927011305292513,0.3048504559799858,-0.8896382149965095,-0.8129736754414327,-0.061227062742334526,-0.14840241474171906,-0.5309066082381708,0.7459980830944108,-1.0349949496312654,0.6262870536819003,1.0171600054883358,0.5589373820789403,-0.1579908122961163,-0.11196733574012345,2.3045145187794494,-0.09470403942944144,-0.34467944815865836,-0.3948665055251796,-0.7025831310098222,1.0709753236892843,0.8652024948483885,-0.37729701032654617,-1.0366966523168402,-0.2057397280245875,0.8657546551391064,0.8160264688141922,-0.27524466697407884,-0.5806455113312325,0.6990798207686831,-0.4670739801065057,-0.08698497762073765,1.0734320605557361,-0.8373643470888419,-0.591074637869351,0.5507962324267875,-0.5385909952395318,0.0601354904141779,0.2523832731704617,-0.9901176023164046,1.857103252732362,-0.22621792350301967,0.14992425953248992,-0.8575486052636377
77.043593591,-1.694237299587742,-0.5877846566506235,0.075990095371722,-0.5776083235847402,0.2157885610342537,0.3964469231497478,0.201307984043714,0.24743433988044733,-0.2939871081294727,0.27725994701661066,-0.6990556564197239,1.3722177771974513,0.24117889003696563,-0.06368232907386906,0.16947883809145814,-0.34328164268644984,-1.2518945678125921,0.21229473792145023,-0.07545914435548395,-0.019321862082777978,0.6568706651860411,0.24128789862784455,1.3199676372671088,1.2276181252841172,1.1309495044031166,-0.5678755398859436,-1.0874432104391862,0.27471446560423785,0.2460770464443469,-0.8371220786823026,-0.3862548502416404,0.46380768980304693,1.6137747836854182,-0.34750777169069713,0.17702839766792086,-0.06865145137082825,-0.04363422532088816,0.0551384188857806,0.007648265864943326,-0.357062268363106,-0.11742145494388116,-0.23360080285662185,-0.12558582694195777,-1.0464758179550606,0.30123542143435306,-1.2032368845212307,-1.1060285609569234,-0.05613384828998712,0.7622706443054993,-0.37296852931068963,0.7716218272470868,-0.35195574143570113,0.217778592843307,-0.0029016977182602694,0.14992425953248992,-0.8575486052636377
73.435578274,-1.694237299587742,-0.5712747627252318,1.1692031420285722,0.7357061578252981,1.25961972415168,0.8720003712752447,-0.8953689454553003,0.559368183813888,-0.36457570961722946,0.7103266965209318,1.4736546079207262,-2.3271720006029013,-1.2955809041481192,0.22841799509806548,-0.4275854237981189,0.5141194428744043,-0.7669391306520164,-0.3643060684011993,-0.8470329288307626,-0.2809774507686477,0.539923128392978,-0.013968671023977015,0.5271898274554426,0.6464741933539804,-0.28365303171006523,1.3668288568335125,0.0853199198169899,-0.01830893718003357,-0.5979569754604498,-0.5153726712970176,-1.0714450272464058,1.12867234111866,1.2338151616881248,-0.8732858402409347,0.6741342950388256,1.013281420274715,1.5486601480106135,1.0759638135757843,0.7778436122659169,1.1565633573339045,-0.2751271324325398,-0.09011147614503635,-0.9486580150827213,2.3615089494562103,0.8175142114277262,-0.7767814909138717,-0.4151932042895122,-0.6150632882690965,-0.6505832900629542,0.16643266172138318,-0.028875129943860836,0.8900598439613184,-0.1156078986162694,-0.36826003295371146,0.14992425953248992,-0.8575486052636377
71.299630117,-1.694237299587742,-0.5547648687998402,1.8839315862629393,1.14928775394174,1.4862563172157304,0.9348821908998577,0.16813613800627666,1.5103445334445833,-0.12928037132470688,-1.1085536513972143,1.047234836414657,0.43520331547204466,-0.9103363222302412,-0.9764958430970044,0.40608143123387014,1.8482257856277218,-0.9474110466637775,-0.46883048577791275,-0.2771461848845517,-0.437122200820346,1.6274837018297896,-0.9073666648053543,-0.36468520858268183,1.3158384508916956,-1.9779894863631182,0.017785460863835686,1.0607957945160529,2.0275724924320024,0.9716018695724478,-0.3759303728447327,-0.7851640140147395,1.1715230927266955,1.288095107687738,1.2582580330616582,0.09732299583515955,-0.8821348135103341,2.468129531625684,1.3508739665941607,0.9841045221753695,0.3383873434436284,-0.42875923153588236,0.6034202696276262,1.0480027017844091,0.6865478067109464,1.8405604065305277,-0.9192408706086792,-0.6448843709700048,0.07906730410043195,-0.18473911908735002,0.7779350742485343,0.35839607897557224,-0.6627405357476535,1.2911224382803423,-0.3438019266482142,0.14992425953248992,-0.8575486052636377
